,term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def,diff_tokens
function w:E( G) →( 0,+∞) such
that {x_1,x_2,...,x_k}∪{y_1,y_2,...,y_ℓ}⊆
V(G) and for any vertex v∈ V(G), there is a balance equation

    ∑_e∈ E(G),e^-=vw(e)=∑_e∈ E(G),e^+=vw(e)+{[  m_i, if v=x_i for some i=1,...,k; -n_j, if v=y_j for some j=1,...,ℓ;                      0, otherwise ]
    .

where each edge e∈ E( G) is a line segment from the starting
endpoint e^- to the ending endpoint e^+.
",transport path from ; to ,"
(<cit.>) A B_MATH_TERM I_MATH_TERM I_MATH_TERM𝐚B_MATH_TERM I_MATH_TERM𝐛 is a weighted directed graph G consists of a vertex set V( G), a directed edge set E( G) and a weight
function w:E( G) →( 0,+∞) such
that {x_1,x_2,...,x_k}∪{y_1,y_2,...,y_ℓ}⊆
V(G) and for any vertex v∈ V(G), there is a balance equation

    ∑_e∈ E(G),e^-=vw(e)=∑_e∈ E(G),e^+=vw(e)+{[  m_i, if v=x_i for some i=1,...,k; -n_j, if v=y_j for some j=1,...,ℓ;                      0, otherwise ]
    .

where each edge e∈ E( G) is a line segment from the starting
endpoint e^- to the ending endpoint e^+.
",O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
12310,maximal operator for $f_{i,"
Let $x$ be a vertex along a saturated chain $C$ in $[u,v]$ such that there is a minimal skipped interval for the interval system of $C$ involving the crystal operators $f_{i}$ and $f_{l}$ that begins at $x$, where the edge created by applying $f_{i}$ to $x$ is along $C$. Let $I'$ be the set of indices of the crystal operators that need to be applied along $C$ from $f_{i}(x)$ to $v$. We say that $f_{j}$ is the \textit{maximal operator for $f_{i}$ at $x$} if 
\begin{equation*}
j = \max \{k | k \in I' \text{ and } k < i \}.
\end{equation*}
",/home/shufan/que_tex/crystal_graph_discrete_morse.tex,definition + \textit{},"
Let x be a vertex along a saturated chain C in [u,v] such that there is a minimal skipped interval for the interval system of C involving the crystal operators f_i and f_l that begins at x, where the edge created by applying f_i to x is along C. Let I' be the set of indices of the crystal operators that need to be applied along C from f_i(x) to v. We say that f_j is the maximal operator for f_i at x if 

    j = max{k | k ∈ I'  and  k < i }.

",maximal operator for f_i,"
Let x be a vertex along a saturated chain C in [u,v] such that there is a minimal skipped interval for the interval system of C involving the crystal operators f_i and f_l that begins at x, where the edge created by applying f_i to x is along C. Let I' be the set of indices of the crystal operators that need to be applied along C from f_i(x) to v. We say that f_j is the B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERMatxif 

    j = max{k | k ∈ I'  and  k < i }.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O,True
12335,parking function of length~$n$,"
A \emph{parking function of length~$n$} is a mapping $$f\colon\{1,\ldots,n\}\to\{1,\ldots,n\}$$ such that for each $k=1,\ldots,n$
 $$
\# f^{-1}(\{1,\ldots,k\})\ge k.
 $$
",/home/shufan/que_tex/parkvertex.tex,definition + \emph{},"
A parking function of length n is a mapping 
    f{1,…,n}→{1,…,n}
 such that for each k=1,…,n
 
    # f^-1({1,…,k})≥ k.

",parking function of length n,"
A B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM is a mapping 
    f{1,…,n}→{1,…,n}
 such that for each k=1,…,n
 
    # f^-1({1,…,k})≥ k.

",O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O,True
12368,embedding of $E$ into~$F$;copy,"
For two ordered $A$-partite $RN$ graphs $E$ and $F$ an \emph{embedding of $E$ into~$F$} is 
an injection $f\colon X(E)\to X(F)$ which is
\begin{enumerate}[label=\rmlabel]
 \item order preserving with respect to $<_E$ and $<_F$, and satisfies
 \item $f\bigl(X_i(E)\bigr)\subseteq X_i(F)$ for all $i=1,2,\dots, p$ as well as
 \item $(x,y)\in R(E)  \iff \bigl(f(x), f(y)\bigr) \in R(F)$ and \\
	    $(x,y)\in N(E) \iff \bigl(f(x), f(y)\bigr) \in N(F)$.
	    \end{enumerate}
Similarly as before the image $f(E)=\tilde E$ of such an embedding is called a \emph{copy}
of $E$ and by~$\binom{F}{E}$ we will denote the set of all copies of $E$ in $F$.
",/home/shufan/que_tex/1608.04662.tex,definition + \emph{},"
For two ordered A-partite RN graphs E and F an embedding of E into F is 
an injection f X(E)→ X(F) which is

 
  * order preserving with respect to <_E and <_F, and satisfies
 
  * f(X_i(E))⊆ X_i(F) for all i=1,2,…, p as well as
 
  * (x,y)∈ R(E)  (f(x), f(y)) ∈ R(F) and 

	    (x,y)∈ N(E) (f(x), f(y)) ∈ N(F).
	    
Similarly as before the image f(E)=Ẽ of such an embedding is called a copy
of E and by FE we will denote the set of all copies of E in F.
",embedding of E into F;copy,"
For two ordered A-partite RN graphs E and F an B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM is 
an injection f X(E)→ X(F) which is

 
  * order preserving with respect to <_E and <_F, and satisfies
 
  * f(X_i(E))⊆ X_i(F) for all i=1,2,…, p as well as
 
  * (x,y)∈ R(E)  (f(x), f(y)) ∈ R(F) and 

	    (x,y)∈ N(E) (f(x), f(y)) ∈ N(F).
	    
Similarly as before the image f(E)=Ẽ of such an embedding is called a B_MATH_TERM
of E and by FE we will denote the set of all copies of E in F.
",O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM O O O O O O O O O O O O O O O O O,True
12369,cover of ,"
A minimal feasible subset of $E$ that includes a set $X$ is called a
\textit{cover of }$X$.
",/home/shufan/que_tex/0808.3244.tex,definition + \textit{},"
A minimal feasible subset of E that includes a set X is called a
cover of X.
",cover of ,"
A minimal feasible subset of E that includes a set X is called a
B_MATH_TERM I_MATH_TERMX.
",O O O O O O O O O O O O O O B_MATH_TERM O,True
12370,accessible ,"
A non-empty set system $(E,\mathcal{F})$ is called \textit{accessible }if for
each non-empty $X\in\mathcal{F}$, there is an $x\in X$ such that
$X-x\in\mathcal{F}$.
",/home/shufan/que_tex/0808.3244.tex,definition + \textit{},"
A non-empty set system (E,ℱ) is called accessible if for
each non-empty X∈ℱ, there is an x∈ X such that
X-x∈ℱ.
",accessible ,"
A non-empty set system (E,ℱ) is called B_MATH_TERMif for
each non-empty X∈ℱ, there is an x∈ X such that
X-x∈ℱ.
",O O O O O O O O O O O O O O O O O O O O,True
12373,chain property ,"
A set system $(E,\mathcal{F})$ satisfies the \textit{chain property }if for
all $X,Y\in\mathcal{F}$, and $X\subset Y$, there exists an $y\in Y-X$ such
that $Y-y\in\mathcal{F}$. We call the system a chain system.
",/home/shufan/que_tex/0808.3244.tex,definition + \textit{},"
A set system (E,ℱ) satisfies the chain property if for
all X,Y∈ℱ, and X⊂ Y, there exists an y∈ Y-X such
that Y-y∈ℱ. We call the system a chain system.
",chain property ,"
A set system (E,ℱ) satisfies the B_MATH_TERM I_MATH_TERMif for
all X,Y∈ℱ, and X⊂ Y, there exists an y∈ Y-X such
that Y-y∈ℱ. We call the system a chain system.
",O O O O O O B_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O,True
12412,basic $\{1\,"[Basic $\{1\}$-anti-uniform function]\label{baf} Let $M \geq 1$.  A \emph{basic $\{1\}$-anti-uniform function} of scale $M$ is any function $\varphi: \Z_P \to \R$ of the form
$$ \varphi(v) := \E_{n \in [M]} b(v-n)$$
for some function $b: \Z_P \to [-1,1]$.
",/home/shufan/que_tex/0707.1117.tex,definition + \emph{},"[Basic {1}-anti-uniform function] Let M ≥ 1.  A basic {1}-anti-uniform function of scale M is any function φ: _P → of the form

    φ(v) := _n ∈ [M] b(v-n)

for some function b: _P → [-1,1].
",basic {1,"[Basic {1}-anti-uniform function] Let M ≥ 1.  A B_MATH_TERM I_MATH_TERM-anti-uniform function of scaleMis any functionφ: _P →of the formφ(v) := _n ∈ [M] b(v-n)for some functionb: _P →[-1,1].",O O O O O O O O B_MATH_TERM O O O O O O O O O O O O O O O O O O O,True
12460,sequence of generalized \gonc polynomials;generalized \gonc basis,"
We call the polynomial sequence $\TTc= (\tt_n(x))_{n \ge 0} $ determined by Eq.~\eqref{equ:biortho}
  the \emph{sequence of generalized \gonc polynomials} , or the \emph{generalized \gonc basis} , associated with the pair $(\dd,  \ZZc)$, and
  $t_n(x)$ the $n$-th generalized \gonc polynomial relative to the same pair.
  Accordingly, \eqref{equ:biortho} will be referred to as the biorthogonality property of gen\-er\-al\-ized \gonc bases.
",/home/shufan/que_tex/1511.04039.tex,definition + \emph{},"
We call the polynomial sequence = (_n(x))_n ≥ 0 determined by Eq. (<ref>)
  the sequence of generalized polynomials , or the generalized basis , associated with the pair (,  ), and
  t_n(x) the n-th generalized polynomial relative to the same pair.
  Accordingly, (<ref>) will be referred to as the biorthogonality property of gen­er­al­ized bases.
",sequence of generalized polynomials;generalized basis,"
We call the polynomial sequence = (_n(x))_n ≥ 0 determined by Eq. (<ref>)
  the B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM , or the B_MATH_TERM I_MATH_TERM I_MATH_TERM , associated with the pair (,  ), and
  t_n(x) the n-th generalized polynomial relative to the same pair.
  Accordingly, (<ref>) will be referred to as the biorthogonality property of gen­er­al­ized bases.
",O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
12461,{\sc Instance;{\sc Question,"
The following decision problem is ${\cal NP}$-complete:\\
\emph{{\sc Instance}: A digraph $D$ with $\Delta^+(D)\leq 2$ and $\Delta^-(D)\leq 2$.}\\
\emph{{\sc Question}: Is $dst(D)$ at most $3$?}
",/home/shufan/que_tex/dst-smf.tex,theorem + \emph{},"
The following decision problem is NP-complete:

Instance: A digraph D with Δ^+(D)≤ 2 and Δ^-(D)≤ 2.

Question: Is dst(D) at most 3?
",Instance;Question,"
The following decision problem is NP-complete:

B_MATH_TERM I_MATH_TERM: A digraph D with Δ^+(D)≤ 2 and Δ^-(D)≤ 2.

B_MATH_TERM I_MATH_TERM: Is dst(D) at most 3?
",O O O O O O B_MATH_TERM O O O O O O O O O O B_MATH_TERM O O O O O O,True
12464,trunk;trunk in $\C$;simple trunk,"\label{def:trunk}
Let $\C\subseteq 2^{[n]}$ be a code. For any $\sigma\subseteq[n]$, the \emph{trunk} of $\sigma$ in $\C$ is the set \[
\Tk_\C(\sigma) \od \{c\in \C \mid \sigma\subseteq c\}.
\] A subset of $\C$ is called a \emph{trunk in $\C$} if it is empty, or equal to $\Tk_\C(\sigma)$ for some $\sigma\subseteq[n]$. A trunk of the form $\Tk_\C(\{i\})$ will be called a \emph{simple trunk} , and denoted $\Tk_\C(i)$. 
",/home/shufan/que_tex/sunflowers.tex,definition + \emph{},"
Let ⊆ 2^[n] be a code. For any σ⊆[n], the trunk of σ in  is the set 
    _(σ) {c∈|σ⊆ c}.
 A subset of  is called a trunk in  if it is empty, or equal to _(σ) for some σ⊆[n]. A trunk of the form _({i}) will be called a simple trunk , and denoted _(i). 
",trunk;trunk in ;simple trunk,"
Let ⊆ 2^[n] be a code. For any σ⊆[n], the B_MATH_TERM of σ in  is the set 
    _(σ) {c∈|σ⊆ c}.
 A subset of  is called a B_MATH_TERM I_MATH_TERM I_MATH_TERM if it is empty, or equal to _(σ) for some σ⊆[n]. A trunk of the form _({i}) will be called a B_MATH_TERM I_MATH_TERM , and denoted _(i). 
",O O O O O O O O O O B_MATH_TERM O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM O O O O,True
12479,\formalconnected;\connected;bad;support,"
  A simplicial complex $X$ is called \emph{\formalconnected} , abbreviated to
  \emph{\connected} , if its zero-th and first homology groups with coefficients in $\FF_2$, denoted by $H_0(X;\FF_2)$ and
  $H_1(X;\FF_2)$, vanish. The zero-th homology group vanishing is equivalent
  to being topologically connected, i.e.\ the shadow graph is connected. By the
  equality of simplicial homology and cohomology, the first homology group
  vanishes if and only if the first cohomology group does, i.e.\ if every
  $1$-cocycle is a $1$-coboundary, which can be stated in the following way.
  
  \medskip
  \noindent
  \begin{minipage}{\linewidth}
    \hfill
    \textbf{(H1)}
    \hfill
    \begin{minipage}[c]{0.85\linewidth}
      For every 0-1 function $f_e$ on the edges of $X$ that has an even
      number of 1s on the boundary of each face of $X$ there is a 0-1
      function $f_v$ on the vertices of $X$ such that $f_e$ is 1 for
      precisely those edges whose end vertices have different values
      for $f_v$.
    \end{minipage}
    \hfill{}
  \end{minipage}
  \medskip

  We call a 0-1 function on the edges of $X$ \emph{bad} if it
  contradicts property (H1), i.e., if it is even on the boundary
  of every face but is not induced by a 0-1 function on the vertices.
  This is the case if and only if the shadow graph has a cycle whose
  edge-values sum to an odd number.

The \emph{support} of a 0-1 function is the set of edges mapped to $1$.
",/home/shufan/que_tex/CHKS_arxiv.tex,definition + \emph{},"
  A simplicial complex X is called  , abbreviated to
   , if its zero-th and first homology groups with coefficients in _2, denoted by H_0(X;_2) and
  H_1(X;_2), vanish. The zero-th homology group vanishing is equivalent
  to being topologically connected, i.e. the shadow graph is connected. By the
  equality of simplicial homology and cohomology, the first homology group
  vanishes if and only if the first cohomology group does, i.e. if every
  1-cocycle is a 1-coboundary, which can be stated in the following way.
  
  
    (H1)
    [c]0.85
      For every 0-1 function f_e on the edges of X that has an even
      number of 1s on the boundary of each face of X there is a 0-1
      function f_v on the vertices of X such that f_e is 1 for
      precisely those edges whose end vertices have different values
      for f_v.
    
    
  
  

  We call a 0-1 function on the edges of X bad if it
  contradicts property (H1), i.e., if it is even on the boundary
  of every face but is not induced by a 0-1 function on the vertices.
  This is the case if and only if the shadow graph has a cycle whose
  edge-values sum to an odd number.

The support of a 0-1 function is the set of edges mapped to 1.
",;;bad;support,"
  A simplicial complex X is called B_MATH_TERM , abbreviated to
  B_MATH_TERM , if its zero-th and first homology groups with coefficients in _2, denoted by H_0(X;_2) and
  H_1(X;_2), vanish. The zero-th homology group vanishing is equivalent
  to being topologically connected, i.e. the shadow graph is connected. By the
  equality of simplicial homology and cohomology, the first homology group
  vanishes if and only if the first cohomology group does, i.e. if every
  1-cocycle is a 1-coboundary, which can be stated in the following way.
  
  
    (H1)
    [c]0.85
      For every 0-1 function f_e on the edges of X that has an even
      number of 1s on the boundary of each face of X there is a 0-1
      function f_v on the vertices of X such that f_e is 1 for
      precisely those edges whose end vertices have different values
      for f_v.
    
    
  
  

  We call a 0-1 function on the edges of X B_MATH_TERM if it
  contradicts property (H1), i.e., if it is even on the boundary
  of every face but is not induced by a 0-1 function on the vertices.
  This is the case if and only if the shadow graph has a cycle whose
  edge-values sum to an odd number.

The B_MATH_TERM of a 0-1 function is the set of edges mapped to 1.
",O O O O O O B_MATH_TERM O O O B_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM O O O O O O O O O O O O,True
12498,"equitable partition with exceptional class~$C_0$;$(\eps,p)$-regular partition","
Let~$G=(V,E)$ be a graph, and fix a constant~$\eps > 0$. A partition~$(C_i)_{i=0}^k$ of~$V$ is called an 
\emph{equitable partition with exceptional class~$C_0$} if~$|C_1|=|C_2|=\cdots=|C_k|$ 
and~$|C_0| \le \eps |C_1|$. An \emph{$(\eps,p)$-regular partition} is an equitable partition~$(C_i)_{i=0}^k$ 
such that, with the exception of at most~$\eps k^2$ pairs, the pairs~$(C_i,C_j)$, $1\leq i\leq j\leq k$, 
are~$(\eps,p)$-regular.
",/home/shufan/que_tex/ESRG-extended.tex,definition + \emph{},"
Let G=(V,E) be a graph, and fix a constant > 0. A partition (C_i)_i=0^k of V is called an 
equitable partition with exceptional class C_0 if |C_1|=|C_2|=⋯=|C_k| 
and |C_0| ≤ |C_1|. An (,p)-regular partition is an equitable partition (C_i)_i=0^k 
such that, with the exception of at most k^2 pairs, the pairs (C_i,C_j), 1≤ i≤ j≤ k, 
are (,p)-regular.
","equitable partition with exceptional class C_0;(,p)-regular partition","
Let G=(V,E) be a graph, and fix a constant > 0. A partition (C_i)_i=0^k of V is called an 
B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM if |C_1|=|C_2|=⋯=|C_k| 
and |C_0| ≤ |C_1|. An B_MATH_TERM I_MATH_TERM is an equitable partition (C_i)_i=0^k 
such that, with the exception of at most k^2 pairs, the pairs (C_i,C_j), 1≤ i≤ j≤ k, 
are (,p)-regular.
",O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O,True
12502,$i^{\text{th,"\cite[Theorem II.4.8]{HCD}\label{thm:r_i}
The \emph{$i^{\text{th}}$ replication number}, denoted $r_i$, of a  $t$-$(v, k, 1)$-design is defined to be  
the number of blocks containing any given set of $i$ points. It is known that
\[r_i= \frac{ \lambda\binom{v-i}{t-i}}{\binom{k-i}{t-i}}, \] 
for $1 \leq i \leq t$. 
",/home/shufan/que_tex/1811.01766.tex,theorem + \emph{},"<cit.>
The i^th replication number, denoted r_i, of a  t-(v, k, 1)-design is defined to be  
the number of blocks containing any given set of i points. It is known that

    r_i= λv-it-i/k-it-i,
 
for 1 ≤ i ≤ t. 
",i^th,"<cit.>
The B_MATH_TERMreplication number, denotedr_i, of at-(v, k, 1)-design is defined to be  
the number of blocks containing any given set ofipoints. It is known that

    r_i= λv-it-i/k-it-i,
 
for1 ≤i ≤t.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
12512,$\mathcal R$-chain;monotone $\mathcal R$-chain;equal-length $\mathcal R$-chain;$\mathcal R$-related;$\Req$-related,"
Let $H$ be an atomic monoid and let $a\in H$.
\begin{enumerate}
\item Factorizations $z_0,\ldots,z_n\in\mathsf Z(a)$ with $n\in\N$ and $\gcd(z_{i-1},z_i)\neq 1$ for all $i\in [1,n]$ are called
\begin{itemize}
\item an \emph{$\mathcal R$-chain} concatenating $z_0$ and $z_n$ (in $\mathsf Z(H)$).
\item a \emph{monotone $\mathcal R$-chain} concatenating $z_0$ and $z_n$ (in $\mathsf Z(H)$) if $|z_{i-1}|\leq|z_i|$ for all $i\in [1,n]$.
\item an \emph{equal-length $\mathcal R$-chain} concatenating $z_0$ and $z_n$ (in $\mathsf Z(H)$) if $|z_{i-1}|=|z_i|$ for all $i\in [1,n]$.
\end{itemize}
\item Two elements $z,\,z'\in\mathsf Z(H)$ are
\begin{itemize}
\item \emph{$\mathcal R$-related}
\item \emph{$\Req$-related}
\end{itemize}
if there is an
\begin{itemize}
\item $\mathcal R$-chain
\item equal-length $\mathcal R$-chain
\end{itemize}
 concatenating $z$ and $z'$. We then write $z\approx z'$ respectively $z\equ z'$.
\end{enumerate}
",/home/shufan/que_tex/1104.0293.tex,definition + \emph{},"
Let H be an atomic monoid and let a∈ H.


  * Factorizations z_0,…,z_n∈𝖹(a) with n∈ and (z_i-1,z_i)≠ 1 for all i∈ [1,n] are called


  * an ℛ-chain concatenating z_0 and z_n (in 𝖹(H)).

  * a monotone ℛ-chain concatenating z_0 and z_n (in 𝖹(H)) if |z_i-1|≤|z_i| for all i∈ [1,n].

  * an equal-length ℛ-chain concatenating z_0 and z_n (in 𝖹(H)) if |z_i-1|=|z_i| for all i∈ [1,n].


  * Two elements z, z'∈𝖹(H) are


  * ℛ-related

  * -related

if there is an


  * ℛ-chain

  * equal-length ℛ-chain

 concatenating z and z'. We then write z≈ z' respectively z z'.

",ℛ-chain;monotone ℛ-chain;equal-length ℛ-chain;ℛ-related;-related,"
Let H be an atomic monoid and let a∈ H.


  * Factorizations z_0,…,z_n∈𝖹(a) with n∈ and (z_i-1,z_i)≠ 1 for all i∈ [1,n] are called


  * an B_MATH_TERM I_MATH_TERM concatenating z_0 and z_n (in 𝖹(H)).

  * a B_MATH_TERM I_MATH_TERM I_MATH_TERM concatenating z_0 and z_n (in 𝖹(H)) if |z_i-1|≤|z_i| for all i∈ [1,n].

  * an B_MATH_TERM I_MATH_TERM I_MATH_TERM concatenating z_0 and z_n (in 𝖹(H)) if |z_i-1|=|z_i| for all i∈ [1,n].


  * Two elements z, z'∈𝖹(H) are


  * B_MATH_TERM I_MATH_TERM

  * B_MATH_TERM

if there is an


  * ℛ-chain

  * equal-length ℛ-chain

 concatenating z and z'. We then write z≈ z' respectively z z'.

",O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM O B_MATH_TERM O O O O O O O O O O O O O O O O O O O O O,True
12513,$\mathcal R$-equivalence classes;$\Req$-equivalence classes,"
\label{def:muinv}
Let $H$ be an atomic monoid and let $a\in H$.
\begin{enumerate}
\item \label{def:mu} Let $\mathcal R_a$ denote the set of \emph{$\mathcal R$-equivalence classes} of $\mathsf Z(a)$ and, for $\rho\in\mathcal R_a$, let $|\rho|=\min\lbrace|z|\mid z\in\rho\rbrace$. We set
\[
\mu(a)=\sup\lbrace |\rho|\mid\rho\in\mathcal R_a\rbrace\leq\sup\mathsf L(a)
\]
and define $\mu (H)=\sup\lbrace\mu (a)\mid a\in H\rbrace$.
\item \label{def:mueq} For $k\in\mathsf L(a)$, let $\mathcal R_{a,k}$ denote the set of \emph{$\Req$-equivalence classes} of $\mathsf Z_k(a)$. We set
\[
\mueq (a)=\sup\lbrace k\in\mathsf L(a)\mid |\mathcal R_{a,k}|>1\rbrace\leq\sup\mathsf L(a)
\]
and define $\mueq (H)=\sup\lbrace\mueq (a)\mid a\in H\rbrace$.
\item \label{def:muadj} We set
\[
\muadj (a)=\sup\lbrace k\in\mathsf L(a)\mid \mathsf d(\mathsf Z_k(a),\mathsf Z_l(a))=k\mbox{ for }l\in\mathsf L(a),\,l<k,\,l\mbox{ adjacent to }k\rbrace.
\]
Then we set $\muadj (H)=\sup\lbrace\muadj (a)\mid a\in H\rbrace$.
\end{enumerate}
",/home/shufan/que_tex/1104.0293.tex,definition + \emph{},"

Let H be an atomic monoid and let a∈ H.


  *  Let ℛ_a denote the set of ℛ-equivalence classes of 𝖹(a) and, for ρ∈ℛ_a, let |ρ|=min{|z|| z∈ρ}. We set

    μ(a)=sup{ |ρ||ρ∈ℛ_a}≤sup𝖫(a)

and define μ (H)=sup{μ (a)| a∈ H}.

  *  For k∈𝖫(a), let ℛ_a,k denote the set of -equivalence classes of 𝖹_k(a). We set

    (a)=sup{ k∈𝖫(a)| |ℛ_a,k|>1}≤sup𝖫(a)

and define (H)=sup{ (a)| a∈ H}.

  *  We set

    (a)=sup{ k∈𝖫(a)|𝖽(𝖹_k(a),𝖹_l(a))=kl∈𝖫(a), l<k, lk}.

Then we set (H)=sup{ (a)| a∈ H}.

",ℛ-equivalence classes;-equivalence classes,"

Let H be an atomic monoid and let a∈ H.


  *  Let ℛ_a denote the set of B_MATH_TERM I_MATH_TERM I_MATH_TERM of 𝖹(a) and, for ρ∈ℛ_a, let |ρ|=min{|z|| z∈ρ}. We set

    μ(a)=sup{ |ρ||ρ∈ℛ_a}≤sup𝖫(a)

and define μ (H)=sup{μ (a)| a∈ H}.

  *  For k∈𝖫(a), let ℛ_a,k denote the set of B_MATH_TERM I_MATH_TERM of 𝖹_k(a). We set

    (a)=sup{ k∈𝖫(a)| |ℛ_a,k|>1}≤sup𝖫(a)

and define (H)=sup{ (a)| a∈ H}.

  *  We set

    (a)=sup{ k∈𝖫(a)|𝖽(𝖹_k(a),𝖹_l(a))=kl∈𝖫(a), l<k, lk}.

Then we set (H)=sup{ (a)| a∈ H}.

",O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
12524,shadow cast by $E$ on $e$;$\mathcal{I;strongly $\mathcal{I;strongly $\mathcal{I,"
  Let $F=(V,E)$ be a finite $k$-uniform hypergraph.  For any $e$, we define the \emph{shadow cast by $E$ on $e$} , $\sh_E(e)$, to be 
\[\{e\cap e'\mid e'\in E\setminus\{e\}\}^{\#}.\]

We say $F=(V,E)$ is \emph{$\mathcal{I}$-adapted} if there is an ordering $E=\{e_0,e_1,\ldots,e_{|E|-1}\}$ such that for each $i< |E|$, $\sh_{\{e_0,\ldots,e_{i-1}\}}(e_i)\leq\mathcal{I}$.  %We say $F=(V,E)$ is \emph{strongly $\mathcal{I}$-adapted} if for each $e\in E$, $\sh_E(e)\leq\mathcal{I}$.

When $F=(V_1,\ldots,V_k,E)$ is a finite $k$-partite $k$-uniform hypergraph and $\mathcal{I}$ is subset-free on $[k]$, we say $F$ is \emph{strongly $\mathcal{I}$-adapted} if for each $e\in E$, $\pa(\sh_E(e))\leq_s\mathcal{I}$.
",/home/shufan/que_tex/Initial.tex,definition + \emph{},"
  Let F=(V,E) be a finite k-uniform hypergraph.  For any e, we define the shadow cast by E on e , _E(e), to be 

    {e∩ e'| e'∈ E∖{e}}^#.


We say F=(V,E) is ℐ-adapted if there is an ordering E={e_0,e_1,…,e_|E|-1} such that for each i< |E|, _{e_0,…,e_i-1}(e_i)≤ℐ.  

When F=(V_1,…,V_k,E) is a finite k-partite k-uniform hypergraph and ℐ is subset-free on [k], we say F is strongly ℐ-adapted if for each e∈ E, (_E(e))≤_sℐ.
",shadow cast by E on e;ℐ;𝓈𝓉𝓇ℴ𝓃ℊ𝓁𝓎 ℐ;𝓈𝓉𝓇ℴ𝓃ℊ𝓁𝓎 ℐ,"
  Let F=(V,E) be a finite k-uniform hypergraph.  For any e, we define the B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM , _E(e), to be 

    {e∩ e'| e'∈ E∖{e}}^#.


We say F=(V,E) is B_MATH_TERM-adapted if there is an orderingE={e_0,e_1,…,e_|E|-1}such that for eachi< |E|,_{e_0,…,e_i-1}(e_i)≤ℐ.  

WhenF=(V_1,…,V_k,E)is a finitek-partitek-uniform hypergraph andℐis subset-free on[k], we sayFis B_MATH_TERM I_MATH_TERM-adapted if for each e∈ E, (_E(e))≤_sℐ.
",O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM O O O O O O O,True
