term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def
The Bijection for $\SOodd$,"We start with a pair $(Q,L)$ consisting of a standard Young tableau $Q$ in $\SYT(\lambda)$ and an orthogonal Littlewood-Richardson tableau $L$ in $\LRtabs$.

First we use Bijection $A$ (see Section~\ref{sec:BijA}) to change $L$ into an alternative orthogonal Littlewood-Richardson tableau $\tilde{L}$. Now we use $\tilde{L}$ to obtain a larger standard Young tableau $\tilde{Q}$ with row lengths of the same parity as follows. If $e$ is the largest entry in $Q$ we add a cells labeled $e+(\mu_{j+1}+\dots+\mu_{\ell(\mu)})+1$, $e+(\mu_{j+1}+\dots+\mu_{\ell(\mu)})+2$,  $\dots$, $e+(\mu_{j+1}+\dots+\mu_{\ell(\mu)})+\mu_j$ to the spots where cells labeled $j$ are in $\tilde{L}$, such that the numbers in the horizontal strip belonging to $j$ are increasing from left to right. We obtain a new standard Young tableau $\tilde{Q}$ with the same shape as $L$. Moreover the $\mu$ largest entries form a $\mu$-horizontal strip (see Section~\ref{sec:BijB}).

Now we distinguish two cases: If our resulting tableau $\tilde{Q}$ consists of even length rows this is the tableau we will use in Bijection $B$ (see Section~\ref{sec:BijB}). Otherwise, thus when $\tilde{Q}$ consists of $n$ odd length rows, we concatenate the one column tableau filled with $1,2,\dots,n$ from left to $\tilde{Q}$. We obtain an all even rowed standard Young tableau, which we will use in in Bijection $B$.

We continue applying Bijection $B$ to $\tilde{Q}$ and obtain a vacillating tableau $\tilde{V}$ with shape $\emptyset$ and cut-away-shape $\mu$ (shape $\emptyset$ ending with $\mu_{\ell(\mu)}$ $(-\ell(\mu))$'s, $\dots$, $\mu_2$ $(-2)$'s and $\mu_1$ $(-1)$'s, see Section~\ref{sec:BijB}).

Once again we distinguish the two cases from before. If we did not concatenate with a column, we do not change $\tilde{V}$. If we concatenated a column to $\tilde{Q}$, we delete the first $n$ entries of $\tilde{V}$. In this case those always are $1,2,\dots,k,0,-k,\dots,-2,-1$. 
Therefore we obtain once again a vacillating tableau $\tilde{V}$ with shape $\emptyset$ and cut-away-shape $\mu$.

We finish our algorithm by deleting the last $|\mu|=\mu_1+\mu_2+\dots+\mu_k$ entries to obtain a vacillating tableau $V$ of shape $\mu$ and length $r=|\lambda|$.",/home/shufan/que_tex/1902.03843.tex,definition[],"We start with a pair (Q,L) consisting of a standard Young tableau Q in (λ) and an orthogonal Littlewood-Richardson tableau L in .

First we use Bijection A (see Section <ref>) to change L into an alternative orthogonal Littlewood-Richardson tableau L̃. Now we use L̃ to obtain a larger standard Young tableau Q̃ with row lengths of the same parity as follows. If e is the largest entry in Q we add a cells labeled e+(μ_j+1+…+μ_ℓ(μ))+1, e+(μ_j+1+…+μ_ℓ(μ))+2,  …, e+(μ_j+1+…+μ_ℓ(μ))+μ_j to the spots where cells labeled j are in L̃, such that the numbers in the horizontal strip belonging to j are increasing from left to right. We obtain a new standard Young tableau Q̃ with the same shape as L. Moreover the μ largest entries form a μ-horizontal strip (see Section <ref>).

Now we distinguish two cases: If our resulting tableau Q̃ consists of even length rows this is the tableau we will use in Bijection B (see Section <ref>). Otherwise, thus when Q̃ consists of n odd length rows, we concatenate the one column tableau filled with 1,2,…,n from left to Q̃. We obtain an all even rowed standard Young tableau, which we will use in in Bijection B.

We continue applying Bijection B to Q̃ and obtain a vacillating tableau Ṽ with shape ∅ and cut-away-shape μ (shape ∅ ending with μ_ℓ(μ) (-ℓ(μ))'s, …, μ_2 (-2)'s and μ_1 (-1)'s, see Section <ref>).

Once again we distinguish the two cases from before. If we did not concatenate with a column, we do not change Ṽ. If we concatenated a column to Q̃, we delete the first n entries of Ṽ. In this case those always are 1,2,…,k,0,-k,…,-2,-1. 
Therefore we obtain once again a vacillating tableau Ṽ with shape ∅ and cut-away-shape μ.

We finish our algorithm by deleting the last |μ|=μ_1+μ_2+…+μ_k entries to obtain a vacillating tableau V of shape μ and length r=|λ|.",The Bijection for ,"We start with a pair (Q,L) consisting of a standard Young tableau Q in (λ) and an orthogonal Littlewood-Richardson tableau L in .

First we use Bijection A (see Section <ref>) to change L into an alternative orthogonal Littlewood-Richardson tableau L̃. Now we use L̃ to obtain a larger standard Young tableau Q̃ with row lengths of the same parity as follows. If e is the largest entry in Q we add a cells labeled e+(μ_j+1+…+μ_ℓ(μ))+1, e+(μ_j+1+…+μ_ℓ(μ))+2,  …, e+(μ_j+1+…+μ_ℓ(μ))+μ_j to the spots where cells labeled j are in L̃, such that the numbers in the horizontal strip belonging to j are increasing from left to right. We obtain a new standard Young tableau Q̃ with the same shape as L. Moreover the μ largest entries form a μ-horizontal strip (see Section <ref>).

Now we distinguish two cases: If our resulting tableau Q̃ consists of even length rows this is the tableau we will use in Bijection B (see Section <ref>). Otherwise, thus when Q̃ consists of n odd length rows, we concatenate the one column tableau filled with 1,2,…,n from left to Q̃. We obtain an all even rowed standard Young tableau, which we will use in in Bijection B.

We continue applying Bijection B to Q̃ and obtain a vacillating tableau Ṽ with shape ∅ and cut-away-shape μ (shape ∅ ending with μ_ℓ(μ) (-ℓ(μ))'s, …, μ_2 (-2)'s and μ_1 (-1)'s, see Section <ref>).

Once again we distinguish the two cases from before. If we did not concatenate with a column, we do not change Ṽ. If we concatenated a column to Q̃, we delete the first n entries of Ṽ. In this case those always are 1,2,…,k,0,-k,…,-2,-1. 
Therefore we obtain once again a vacillating tableau Ṽ with shape ∅ and cut-away-shape μ.

We finish our algorithm by deleting the last |μ|=μ_1+μ_2+…+μ_k entries to obtain a vacillating tableau V of shape μ and length r=|λ|."
The other direction of our bijection,"We start with a vacillating tableau $V$ of shape $\mu$ and length $r$, and add $\mu_k$ $(-k)$'s, $\mu_{k-1}$ $(-k+1)$'s, $\dots$ and $\mu_1$ $(-1)$'s to obtain a vacillating tableau $V$ of shape $\emptyset$ and cut-away-shape $\mu$. If this has odd length we furthermore add $1,2,\dots,k,0,-k,\dots,-2,-1$ in the front. Next we apply the inverse of Bijection $B$ to obtain a standard Young tableau $\tilde{Q}$.

If we added $1,2,\dots,k,0,-k,\dots,-2,-1$ to $\tilde{V}$, we cancel the smallest $n$ entries of $\tilde{Q}$ now. Those are in the first column in increasing order. If we did so, we furthermore reduce each entry of $\tilde{Q}$ by $n$ afterwards, to obtain a standard Young tableau again.

We obtain $Q$ by deleting the $|\mu|$ largest entries in $\tilde{Q}$. $Q$ is a standard Young tableau of shape $\lambda$. Moreover we define $\tilde{L}$ to be the reverse skew semistandard tableau of the same outer shape as $\tilde{Q}$ and inner shape $\lambda$. We fill cells, where entries of $\mu_j$ are in $\tilde{Q}$ with $j$. Due to the properties of $\mu$-horizontal strips, $\tilde{L}$ is an alternative orthogonal Littlewood-Richardson tableau.

Finally we apply the inverse of Bijection $A$ to obtain $L$, an orthogonal Littlewood-Richardson tableau in $\LRtabs$ where $\lambda$ is a partition such that $\lambda\vdash r$ and $\mu\leq \lambda$.",/home/shufan/que_tex/1902.03843.tex,definition[],"We start with a vacillating tableau V of shape μ and length r, and add μ_k (-k)'s, μ_k-1 (-k+1)'s, … and μ_1 (-1)'s to obtain a vacillating tableau V of shape ∅ and cut-away-shape μ. If this has odd length we furthermore add 1,2,…,k,0,-k,…,-2,-1 in the front. Next we apply the inverse of Bijection B to obtain a standard Young tableau Q̃.

If we added 1,2,…,k,0,-k,…,-2,-1 to Ṽ, we cancel the smallest n entries of Q̃ now. Those are in the first column in increasing order. If we did so, we furthermore reduce each entry of Q̃ by n afterwards, to obtain a standard Young tableau again.

We obtain Q by deleting the |μ| largest entries in Q̃. Q is a standard Young tableau of shape λ. Moreover we define L̃ to be the reverse skew semistandard tableau of the same outer shape as Q̃ and inner shape λ. We fill cells, where entries of μ_j are in Q̃ with j. Due to the properties of μ-horizontal strips, L̃ is an alternative orthogonal Littlewood-Richardson tableau.

Finally we apply the inverse of Bijection A to obtain L, an orthogonal Littlewood-Richardson tableau in  where λ is a partition such that λ⊢ r and μ≤λ.",The other direction of our bijection,"We start with a vacillating tableau V of shape μ and length r, and add μ_k (-k)'s, μ_k-1 (-k+1)'s, … and μ_1 (-1)'s to obtain a vacillating tableau V of shape ∅ and cut-away-shape μ. If this has odd length we furthermore add 1,2,…,k,0,-k,…,-2,-1 in the front. Next we apply the inverse of Bijection B to obtain a standard Young tableau Q̃.

If we added 1,2,…,k,0,-k,…,-2,-1 to Ṽ, we cancel the smallest n entries of Q̃ now. Those are in the first column in increasing order. If we did so, we furthermore reduce each entry of Q̃ by n afterwards, to obtain a standard Young tableau again.

We obtain Q by deleting the |μ| largest entries in Q̃. Q is a standard Young tableau of shape λ. Moreover we define L̃ to be the reverse skew semistandard tableau of the same outer shape as Q̃ and inner shape λ. We fill cells, where entries of μ_j are in Q̃ with j. Due to the properties of μ-horizontal strips, L̃ is an alternative orthogonal Littlewood-Richardson tableau.

Finally we apply the inverse of Bijection A to obtain L, an orthogonal Littlewood-Richardson tableau in  where λ is a partition such that λ⊢ r and μ≤λ."
Manin,"\label{ManinZetaPolyDefn} A polynomial $Z(s)$ is a {\bf zeta-polynomial} if it satisfies the following criteria: 
\begin{enumerate}
\item (Naturality) It is arithmetic-geometric in origin.

\smallskip
\item (Functional Equation) For $s\in \C$ we have $Z(s)=\pm Z(1-s)$.

\smallskip
\item (Riemann Hypothesis) If $Z(\rho)=0$, then $\re(\rho)=1/2$. 

\smallskip
\item The values $Z(-n)$ have a ``nice'' generating function 

\smallskip
\item The values $Z(-n)$ encode arithmetic-geometric information.

\end{enumerate}",/home/shufan/que_tex/Partition_Zeta_Functions.OnoRolenSchneider24.tex,definition[]," A polynomial Z(s) is a zeta-polynomial if it satisfies the following criteria: 


  * (Naturality) It is arithmetic-geometric in origin.


  * (Functional Equation) For s∈ we have Z(s)=± Z(1-s).


  * (Riemann Hypothesis) If Z(ρ)=0, then (ρ)=1/2. 


  * The values Z(-n) have a “nice” generating function 


  * The values Z(-n) encode arithmetic-geometric information.

",Manin," A polynomial Z(s) is a zeta-polynomial if it satisfies the following criteria: 


  * (Naturality) It is arithmetic-geometric in origin.


  * (Functional Equation) For s∈ we have Z(s)=± Z(1-s).


  * (Riemann Hypothesis) If Z(ρ)=0, then (ρ)=1/2. 


  * The values Z(-n) have a “nice” generating function 


  * The values Z(-n) encode arithmetic-geometric information.

"
graph $\langle\d\rangle$-regularity,"\label{def:star-regular}
	A bipartite graph $G$ on $(A,B)$ is \emph{$\langle \d \rangle$-regular} if for all subsets $A' \sub A$, $B' \sub B$ with $|A'| \ge \d|A|$, $|B'|\ge\d|B|$ we have $d_G(A',B') \ge \frac12 d_G(A,B)$.\\
	A vertex partition $\P$ of a graph $G$ is \emph{$\langle \d \rangle$-regular}
	%A graph $G$ is \emph{$\langle \d \rangle$-regular relative to a vertex partition $\P$}
	if one can add/remove at most $\d \cdot e(G)$ edges so that the bipartite graph induced on each $(A,B)$ with $A \neq B \in \P$ is $\langle \d \rangle$-regular.
	%
%	A bipartite graph $G$ on $(Z,Z')$ is \emph{$\langle \d \rangle$-regular} if for all subsets $S \sub Z$, $S' \sub Z'$ with $|S| \ge \d|Z|$, $|S'|\ge\d|Z'|$ we have $d_G(S,S') \ge \frac12 d_G(Z,Z')$.\\
%	A graph $G$ is \emph{$\langle \d \rangle$-regular relative to a vertex partition $\P$} if one can add/remove at most $\d \cdot e(G)$ edges so that the bipartite graph induced on each $(Z,Z')$ with $Z \neq Z' \in \P$ is $\langle \d \rangle$-regular.",/home/shufan/que_tex/1804.05511.tex,definition[],"
	A bipartite graph G on (A,B) is ⟨⟩̣-regular if for all subsets A'  A, B'  B with |A'| ≥|̣A|, |B'|≥|̣B| we have d_G(A',B') ≥1/2 d_G(A,B).

	A vertex partition  of a graph G is ⟨⟩̣-regular
	
	if one can add/remove at most ·̣e(G) edges so that the bipartite graph induced on each (A,B) with A ≠ B ∈ is ⟨⟩̣-regular.
	

",graph ⟨⟩̣-regularity,"
	A bipartite graph G on (A,B) is ⟨⟩̣-regular if for all subsets A'  A, B'  B with |A'| ≥|̣A|, |B'|≥|̣B| we have d_G(A',B') ≥1/2 d_G(A,B).

	A vertex partition  of a graph G is ⟨⟩̣-regular
	
	if one can add/remove at most ·̣e(G) edges so that the bipartite graph induced on each (A,B) with A ≠ B ∈ is ⟨⟩̣-regular.
	

"
The auxiliary graph $G_{H}^i$,"\label{def:aux}
For a $3$-partite $3$-graph $H$ on vertex classes $(V_1,V_2,V_3)$,
we define a bipartite graph $G_{H}^1$ on the vertex classes $(V_2 \times V_3,\,V_1)$ by
$$E(G_{H}^1) = \big\{ ((v_2,v_3),v_1) \,\big\vert\, (v_1,v_2,v_3) \in E(H) \big\} \;.$$
The graphs $G_{H}^2$ and $G_{H}^3$ are defined in an analogous manner.",/home/shufan/que_tex/1804.05511.tex,definition[],"
For a 3-partite 3-graph H on vertex classes (V_1,V_2,V_3),
we define a bipartite graph G_H^1 on the vertex classes (V_2 × V_3, V_1) by

    E(G_H^1) = { ((v_2,v_3),v_1)  |  (v_1,v_2,v_3) ∈ E(H) } .

The graphs G_H^2 and G_H^3 are defined in an analogous manner.",The auxiliary graph G_H^i,"
For a 3-partite 3-graph H on vertex classes (V_1,V_2,V_3),
we define a bipartite graph G_H^1 on the vertex classes (V_2 × V_3, V_1) by

    E(G_H^1) = { ((v_2,v_3),v_1)  |  (v_1,v_2,v_3) ∈ E(H) } .

The graphs G_H^2 and G_H^3 are defined in an analogous manner."
$\langle\d\rangle$-good partition,"\label{def:k-good}
A $2$-partition $(\Z,\E)$ on $V$ is \emph{$\langle\d\rangle$-good} if all bipartite graphs in $\E$
(between any two distinct vertex clusters of $\Z$) are $\langle \d \rangle$-regular.",/home/shufan/que_tex/1804.05511.tex,definition[],"
A 2-partition (,) on V is ⟨⟩̣-good if all bipartite graphs in 
(between any two distinct vertex clusters of ) are ⟨⟩̣-regular.",⟨⟩̣-good partition,"
A 2-partition (,) on V is ⟨⟩̣-good if all bipartite graphs in 
(between any two distinct vertex clusters of ) are ⟨⟩̣-regular."
$\langle\d\rangle$-regular partition,"\label{def:k-reg}
Let $H$ be a $3$-partite $3$-graph on vertex classes $(V_1,V_2,V_3)$
and $(\Z,\E)$ be a $\langle \d \rangle$-good $2$-partition with  $\Z \prec \{V_1,V_2,V_3\}$.
We say that $(\Z,\E)$ is a \emph{$\langle \d \rangle$-regular} partition of $H$ if
for every $1 \le i \le 3$,
$\E_i \cup \Z_i$ is a $\langle \d \rangle$-regular partition of $G_H^i$.
%
%the following holds for every $1 \le i \le 3$;	
%??????setting $\P_i=\P[\prod_{j \neq i} \Vside^j] \cup \P[\Vside^i]$, the bipartite graph $G_{H}^i$ is $\langle \d \rangle$-regular relative to $\P_i$.
%	
%letting $P$ be the complete $k$-partite $(k-1)$-graph on $(\Vside^1,\ldots,\Vside^k)$ and $\P_i=\P[\prod_{\substack{1 \le j \le k\colon\\j \neq i}} \Vside^j] \cup \P[\Vside^i]$, the bipartite graph $G_{H,P}^i$ is $\langle \d \rangle$-regular relative to $\P_i$.\footnote{Thus, the vertex classes of $G_{H,P}^i$ are $(\Vside^1\times\cdots\Vside^{i-1}\times\Vside^{i+1}\times\Vside^{k},\,\Vside^i)$.}
%
% (Here, $G_{H}^i=G_{H,P}^i$ with the polyad $P$ being the complete $k$-partite $(k-1)$-graph on $(\Vside^1,\ldots,\Vside^k)$; that is, the vertex classes of $G_{F}^i$ are $(\Vside^1\times\cdots\Vside^{i-1}\times\Vside^{i+1}\times\Vside^{k},\,\Vside^i)$.)
	%
	%	We say that $H$ is \emph{$\langle \d \rangle$-regular relative to a $\langle \d \rangle$-good $(k-1)$ partition $\P$ on $(\Vside^1,\ldots,\Vside^k)$} if for every $1 \le i \le k$, the bipartite graph $G_{H}^i$ is $\langle \d \rangle$-regular relative to the partition $\P[\prod_{\substack{1 \le j \le k\colon\\j \neq i}} \Vside^j] \cup \P[\Vside^i]$.
	%
	%	one can add/remove at most $\d\cdot e(H)$ edges of $H$ to obtain a $k$-graph $H'$ such that
	%	for every $1 \le r \le k$, the bipartite graph $G_{H'}^i$ is perfectly $\langle \d \rangle$-regular relative to the partition $\P[\prod_{\substack{1 \le h \le k\colon\\h \neq r}} \Vside^h] \cup \P[\Vside^r]$.",/home/shufan/que_tex/1804.05511.tex,definition[],"
Let H be a 3-partite 3-graph on vertex classes (V_1,V_2,V_3)
and (,) be a ⟨⟩̣-good 2-partition with  ≺{V_1,V_2,V_3}.
We say that (,) is a ⟨⟩̣-regular partition of H if
for every 1 ≤ i ≤ 3,
_i ∪_i is a ⟨⟩̣-regular partition of G_H^i.







	
	
	
	
	",⟨⟩̣-regular partition,"
Let H be a 3-partite 3-graph on vertex classes (V_1,V_2,V_3)
and (,) be a ⟨⟩̣-good 2-partition with  ≺{V_1,V_2,V_3}.
We say that (,) is a ⟨⟩̣-regular partition of H if
for every 1 ≤ i ≤ 3,
_i ∪_i is a ⟨⟩̣-regular partition of G_H^i.







	
	
	
	
	"
Approximate refinements,"For sets $S,T$ we write $S \sub_\b T$ if $|S \sm T| < \b|S|$.
%$|S \cap T| \ge (1-\b)|S|$.
For a partition $\P$ we write $S \in_\b \P$ if $S \sub_\b P$ for some $P \in \P$.
For partitions $\P,\Q$ of the same set of size $n$ we write $\Q \prec_\b \P$ if
$$\sum_{\substack{Q \in \Q\colon\\Q \notin_\b \P}} |Q| \le \b n \;.$$",/home/shufan/que_tex/1804.05511.tex,definition[],"For sets S,T we write S _Ṯ if |S  T| < |̱S|.

For a partition  we write S ∈_ if S _P̱ for some P ∈.
For partitions , of the same set of size n we write ≺_ if

    ∑_Q ∈
    Q ∉_ |Q| ≤ṉ .
",Approximate refinements,"For sets S,T we write S _Ṯ if |S  T| < |̱S|.

For a partition  we write S ∈_ if S _P̱ for some P ∈.
For partitions , of the same set of size n we write ≺_ if

    ∑_Q ∈
    Q ∉_ |Q| ≤ṉ .
"
$\e$-uniform partition,"[$\e$-uniform partition]\label{def:d-uniform}
%	Let $H$ be a $k$-partite $k$-graph on vertex classes $(\Vside^1,\ldots,\Vside^k)$.
%	We say that $\P$ is an \emph{$\e$-uniform partition} of $H$ if the following hold:
%	\begin{enumerate}
%		\item\label{item:uniform-partition} $\P$ is a partition of $H$.
%		%\item\label{item:uniform-equitable} Every hypergraph in $\P$ is $\langle \d \rangle$-regular.
%		\item\label{item:uniform-equitable} For every $r$-graph $F \in \P$ and every $1 \le i \le r$, the bipartite graph $G_{F}^i$ is $\e$-regular.
%		\item\label{item:uniform-regular} For every $1 \le i \le k$, the partition $\P[\prod_{\substack{1 \le h \le k\colon\\h \neq i}} \Vside^h] \cup \P[\Vside^i]$ is perfectly $\e$-regular for $G_{H'}^i$.
%	\end{enumerate}
%",/home/shufan/que_tex/1804.05511.tex,definition + \emph{},"[-uniform partition]








",-uniform partition,"[-uniform partition]








"
$\e$-uniform partition,"[$\e$-uniform partition]
%	Let $H$ be a $k$-partite $k$-graph on vertex classes $(\Vside^1,\ldots,\Vside^k)$.
%	We say that $\P$ is an \emph{$\e$-uniform partition} of $H$ if the following hold:
%	\begin{enumerate}
%		\item $\P$ is a \refinement of $\{\Vside^1,\ldots,\Vside^k\} \cup \{\Vside^1\times\cdots\times\Vside^i \,\vert\, 2 \le i \le k-1 \}$.
%		\item For every $2 \le i \le k$ and $i$-graph $F \in \P \cup \{H\}$ we have that $\P[\Vside^1\times\cdots\times\Vside^{i-1}] \cup \P[\Vside^i]$ is an $\e$-regular partition of $G_F$.
%	\end{enumerate}
%",/home/shufan/que_tex/1804.05511.tex,definition + \emph{},"[-uniform partition]






",-uniform partition,"[-uniform partition]






"
Extremal Graphs,"Fix integers $n$ and $m$. For $i \in \{1, 2\}$, define $H_i(n,m,r,k)=(X, Y; E)$ with $|X| = m, |Y| = n$ to be the following graphs:
%\begin{itemize}
%\item For $i = 1$, every block of $H_1(n,m,r,k)$ is a copy of $K_{k-1, r+1}$ with $|X| = k-1$, and all cut vertices in $Y$.
%\item For $i=2$,  every block of $H_2(n,m,r,k)$ is a copy of $K_{k-1, r}$ with $|X| = k-1$, and all cut vertices in $Y$. 
%\end{itemize}
%",/home/shufan/que_tex/hyperEG_20.tex,definition[],"Fix integers n and m. For i ∈{1, 2}, define H_i(n,m,r,k)=(X, Y; E) with |X| = m, |Y| = n to be the following graphs:




",Extremal Graphs,"Fix integers n and m. For i ∈{1, 2}, define H_i(n,m,r,k)=(X, Y; E) with |X| = m, |Y| = n to be the following graphs:




"
Subpermutation density,"\label{def.dens.perm1}
For positive integers $k, n \in \N$, let $\tau \in S_k$ and $\pi \in S_n$. 
The \emph{number of occurrences} $\Lambda(\tau,\pi)$  of the permutation $\tau$ in $\pi$ is the number of $k$-tuples
 $(x_1,x_2,\ldots,x_k) \in [n]^k_<$ such that
 $\pi(x_i) < \pi(x_j)$ if and only if $\tau(i)<\tau(j)$. 
The \emph{density} of the permutation $\tau$ as a \emph{subpermutation} of $\pi$ is given by 
\begin{equation}\label{def_subperm_density_formula_cases}
t(\tau,\pi)=
\begin{cases}
\binom{n}{k}^{-1}\Lambda(\tau,\sigma)  & \textrm{if } k\leq n\\
\;0  & \textrm{if  } k> n.
\end{cases}
\end{equation}",/home/shufan/que_tex/1103.5844.tex,definition[],"
For positive integers k, n ∈, let τ∈ S_k and π∈ S_n. 
The number of occurrences Λ(τ,π)  of the permutation τ in π is the number of k-tuples
 (x_1,x_2,…,x_k) ∈ [n]^k_< such that
 π(x_i) < π(x_j) if and only if τ(i)<τ(j). 
The density of the permutation τ as a subpermutation of π is given by 

    t(τ,π)=
    nk^-1Λ(τ,σ)     if  k≤ n
     0     if   k> n.
",Subpermutation density,"
For positive integers k, n ∈, let τ∈ S_k and π∈ S_n. 
The number of occurrences Λ(τ,π)  of the permutation τ in π is the number of k-tuples
 (x_1,x_2,…,x_k) ∈ [n]^k_< such that
 π(x_i) < π(x_j) if and only if τ(i)<τ(j). 
The density of the permutation τ as a subpermutation of π is given by 

    t(τ,π)=
    nk^-1Λ(τ,σ)     if  k≤ n
     0     if   k> n.
"
Convergence of a permutation sequence,"\label{def_conv}
A permutation sequence $(\sigma_n)_{n \in \mathbb{N}}$ is \emph{convergent} if, for 
every fixed permutation $\tau$, the sequence of real numbers $(t(\tau,\sigma_n))_{n \in \mathbb{N}}$ converges.",/home/shufan/que_tex/1103.5844.tex,definition[],"
A permutation sequence (σ_n)_n ∈ℕ is convergent if, for 
every fixed permutation τ, the sequence of real numbers (t(τ,σ_n))_n ∈ℕ converges.",Convergence of a permutation sequence,"
A permutation sequence (σ_n)_n ∈ℕ is convergent if, for 
every fixed permutation τ, the sequence of real numbers (t(τ,σ_n))_n ∈ℕ converges."
$Z$-random permutation (Version 2),"\label{def:Z_random_perm}
Given a limit permutation $Z$ and a positive integer $n$, a \emph{$Z$-random permutation} $\sigma(n,Z)$ is a permutation of $[n]$ generated as follows. Recall Definition \ref{def:X_Y_associated_to_Z}, and let $(X_1,Y_1),\ldots,(X_n,Y_n)$ be independent and identically distributed $[0,1]^2$-valued random variables with distribution associated with $Z$.  
These pairs define the permutations $R,S \in S_n$,
where 
\begin{equation}\label{def_R_S}
R(i)= |\{j~:~X_j \leq X_i\}|, \qquad   S(i)= |\{j~:~Y_j \leq Y_i\}|.
\end{equation}
The random permutation $\sigma=\sigma(n,Z)$ is given by $\sigma(n,Z)=S \circ R^{-1}$, that is, $\sigma(i)=S(R^{-1}(i))$ for every $i\in[n]$.",/home/shufan/que_tex/1103.5844.tex,definition[],"
Given a limit permutation Z and a positive integer n, a Z-random permutation σ(n,Z) is a permutation of [n] generated as follows. Recall Definition <ref>, and let (X_1,Y_1),…,(X_n,Y_n) be independent and identically distributed [0,1]^2-valued random variables with distribution associated with Z.  
These pairs define the permutations R,S ∈ S_n,
where 

    R(i)= |{j : X_j ≤ X_i}|,        S(i)= |{j : Y_j ≤ Y_i}|.

The random permutation σ=σ(n,Z) is given by σ(n,Z)=S ∘ R^-1, that is, σ(i)=S(R^-1(i)) for every i∈[n].",Z-random permutation (Version 2),"
Given a limit permutation Z and a positive integer n, a Z-random permutation σ(n,Z) is a permutation of [n] generated as follows. Recall Definition <ref>, and let (X_1,Y_1),…,(X_n,Y_n) be independent and identically distributed [0,1]^2-valued random variables with distribution associated with Z.  
These pairs define the permutations R,S ∈ S_n,
where 

    R(i)= |{j : X_j ≤ X_i}|,        S(i)= |{j : Y_j ≤ Y_i}|.

The random permutation σ=σ(n,Z) is given by σ(n,Z)=S ∘ R^-1, that is, σ(i)=S(R^-1(i)) for every i∈[n]."
tropical semifield,"(Tropical Arithmetic)
	%	We define $\textit{tropical semifield}$ $ \mathbb{T}=\mathbb{R}\cup\{\infty\}$ with tropical addition $a\bigoplus b=max\{a,b\}$ and tropical multiplication $a\bigodot b=a+b$.
	%",/home/shufan/que_tex/non-smooth_quartics.tex,definition + \textit{},"(Tropical Arithmetic)
	
	",tropical semifield,"(Tropical Arithmetic)
	
	"
theta characteristic,"
		%A $\emph{theta characteristic}$ on a tropical plane curve $\Gamma$ is an image of theta characteristic on a paired metric graph $\Sigma$ by the pushforward map $\phi_*$. 
	%",/home/shufan/que_tex/non-smooth_quartics.tex,definition + \emph{},"
		
	",theta characteristic,"
		
	"
{\cite[Definition~2.4,"{Assaf.Searles}}]
A semistandard tableau $T$ is {\bf quasiYamanouchi} if, for each integer $i > 1$ that appears in $T$, there is some instance of $i$ weakly west of some instance of $i-1$.",/home/shufan/que_tex/genomicSchur2.tex,definition[],"Assaf.Searles]
A semistandard tableau T is quasiYamanouchi if, for each integer i > 1 that appears in T, there is some instance of i weakly west of some instance of i-1.",<cit.>[Definition 2.4,"Assaf.Searles]
A semistandard tableau T is quasiYamanouchi if, for each integer i > 1 that appears in T, there is some instance of i weakly west of some instance of i-1."
Tesler,"An orientation $D_0$ satisfying (\ref{tes})
   is called a {\em crossing orientation.}",/home/shufan/que_tex/0109812.tex,definition[],"An orientation D_0 satisfying (<ref>)
   is called a crossing orientation.",Tesler,"An orientation D_0 satisfying (<ref>)
   is called a crossing orientation."
The propagator,"\label{def-prop}
 We define the \emph{propagator} $$p(z,q):=\frac{1}{4\pi^2}\wp(z,q)+\frac{1}{12}E_2(q^2)$$ in terms of the Weierstra\ss{}-P-function $\wp$ and the Eisenstein series $$E_2(q):=1-24\sum_{d=1}^\infty \sigma(d)q^d.$$ Here, $\sigma=\sigma_1$ denotes the sum-of-divisors function $\sigma(d)=\sigma_1(d)=\sum_{m|d}m$.",/home/shufan/que_tex/mirrorsymmEP1.tex,definition[],"
 We define the propagator 
    p(z,q):=1/4π^2℘(z,q)+1/12E_2(q^2)
 in terms of the Weierstraß-P-function ℘ and the Eisenstein series 
    E_2(q):=1-24∑_d=1^∞σ(d)q^d.
 Here, σ=σ_1 denotes the sum-of-divisors function σ(d)=σ_1(d)=∑_m|dm.",The propagator,"
 We define the propagator 
    p(z,q):=1/4π^2℘(z,q)+1/12E_2(q^2)
 in terms of the Weierstraß-P-function ℘ and the Eisenstein series 
    E_2(q):=1-24∑_d=1^∞σ(d)q^d.
 Here, σ=σ_1 denotes the sum-of-divisors function σ(d)=σ_1(d)=∑_m|dm."
