term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def
regular,"\label{def2}
A graph $ G $ is said to be ($k_{1},k_{2}$)-\textit{regular} if $ \textrm{Deg}(G)=\{k_{1}, k_{2}\} $ and no adjacent vertices have the same degree.
",/home/shufan/que_tex/Pourhadi_Faghani.tex,definition + \textit{},"
A graph G is said to be (k_1,k_2)-regular if Deg(G)={k_1, k_2} and no adjacent vertices have the same degree.
",regular,"
A graph G is said to be (k_1,k_2)-B_MATH_TERM if Deg(G)={k_1, k_2} and no adjacent vertices have the same degree.
",O O O O O O O O O O O O O O O O O O O
Greedy," \label{mainresult}
  Let $\textbf{S}\subseteq\textbf{T}(n,k)$ be closed under rotations, and let $\alpha,\beta\in\textbf{S}$. Then $\beta$ is a substring of $\textit{Greedy}_\alpha(\textbf{S})$ (treated as a cycle) if and only if $\beta$ is increasable in $\textbf{S}$ to a rotation of $\alpha$.
  
  Thus, if $\textbf{S}\subseteq\textbf{T}(n,k)$ is closed under rotations, then $\textbf{S}\in\mathcal{G}(n,k)$ if and only if there exists an $\alpha\in\textbf{S}$ such that every $\beta\in\textbf{S}$ is increasable in $\textbf{S}$ to $\alpha$. 
",/home/shufan/que_tex/1805.11641.tex,theorem + \textit{}," 
  Let S⊆T(n,k) be closed under rotations, and let α,β∈S. Then β is a substring of Greedy_α(S) (treated as a cycle) if and only if β is increasable in S to a rotation of α.
  
  Thus, if S⊆T(n,k) is closed under rotations, then S∈𝒢(n,k) if and only if there exists an α∈S such that every β∈S is increasable in S to α. 
",Greedy," 
  Let S⊆T(n,k) be closed under rotations, and let α,β∈S. Then β is a substring of B_MATH_TERM_α(S) (treated as a cycle) if and only if β is increasable in S to a rotation of α.
  
  Thus, if S⊆T(n,k) is closed under rotations, then S∈𝒢(n,k) if and only if there exists an α∈S such that every β∈S is increasable in S to α. 
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
$P$-isolated,"Suppose $\cvec c= c_{i-p}\cdots c_i\cdots c_{i+p}$
is a recurrent subcomposition.
If no $c_j$, except possibly $c_i$, exceeds $P$,
we call $c_i$ {\em $P$-isolated}.",/home/shufan/que_tex/1208.0870.tex,definition[],"Suppose c= c_i-p⋯ c_i⋯ c_i+p
is a recurrent subcomposition.
If no c_j, except possibly c_i, exceeds P,
we call c_i P-isolated.",P-isolated,"Suppose c= c_i-p⋯ c_i⋯ c_i+p
is a recurrent subcomposition.
If no c_j, except possibly c_i, exceeds P,
we call c_i B_MATH_TERM.",O O O O O O O O O O O O O O O O O O O O O
Steingr{\'{\i;Steingr{\'{\i,"\label{BnStDes}
Totally order the elements of $\{\omega^0,\omega^1,\ldots,\omega^{r-1}\}\times [n]$ by $j^{c_j}<k^{c_k}$ if $c_j<c_k$ or if both $c_j=c_k$ and $j<k$ hold.
For an element $(\pi, \s) = [\pi(1)^{c_1} \, \pi(2)^{c_2} \, \cdots \, \pi(n)^{c_n}]$ in $\Z_r \wr S_n$, \emph{Steingr{\'{\i}}msson's descent set} is 
\begin{equation}\label{Steinwreathdescentdef}
  \StDes(\pi, \s) := \bigl\{ j \in \left\{ 1, \dots, n \right\} : \, \pi(j)^{c_j}>\pi(j+1)^{c_{j+1}} \bigr\} .
\end{equation}
\emph{Steingr{\'{\i}}msson's descent statistic} is $\stdes (\pi,\s) := \#\StDes(\pi,\s)$.
",/home/shufan/que_tex/eulerianpol_ACCEPTED_Advances_May_2013.tex,definition + \emph{},"
Totally order the elements of {ω^0,ω^1,…,ω^r-1}× [n] by j^c_j<k^c_k if c_j<c_k or if both c_j=c_k and j<k hold.
For an element (π, ) = [π(1)^c_1 π(2)^c_2 ⋯ π(n)^c_n] in _r ≀ S_n, Steingrímsson's descent set is 

    (π, ) := { j ∈{ 1, …, n } :  π(j)^c_j>π(j+1)^c_j+1} .

Steingrímsson's descent statistic is (π,) := #(π,).
",Steingrí;́Śt́éíńǵŕí́,"
Totally order the elements of {ω^0,ω^1,…,ω^r-1}× [n] by j^c_j<k^c_k if c_j<c_k or if both c_j=c_k and j<k hold.
For an element (π, ) = [π(1)^c_1 π(2)^c_2 ⋯ π(n)^c_n] in _r ≀ S_n, B_MATH_TERMmsson's descent set is 

    (π, ) := { j ∈{ 1, …, n } :  π(j)^c_j>π(j+1)^c_j+1} .

B_MATH_TERMmsson's descent statistic is (π,) := #(π,).
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Functions of type $<k$,"\label{fin-def} Let $(G,+)$ be a discrete countable abelian  group, let $\X = (X, \B_X, \mu_X, (T_g)_{g \in G})$ be a $G$-system, and let $U = (U,\cdot)$ be a compact abelian group.  Let $k \geq 0$, and let $\X^{[k]} = (X^{[k]}, \B^{[k]}, \mu^{[k]}, (T_g^{[k]})_{g \in G} )$ be the $G$-system defined in Definition \ref{cubichk-def}.  
\begin{itemize}
\item For each $f \in M(\X,U)$, we define $d^{[k]} f \in M(\X^{[k]},U)$ to be the function
$$ d^{[k]} f((x_\w)_{\w \in \2^k}) := \prod_{\w \in \2^k} f(x_\w)^{\sgn(\w)}$$
where $\sgn(w_1,\ldots,w_k) := w_1 \ldots w_k \in \{-1,+1\}$.    
\item Similarly, for each $\rho \in M(G,\X,U)$, we define $d^{[k]} \rho \in M(G, \X^{[k]}, U)$ to be the function
$$ d^{[k]} \rho(g,(x_\w)_{\w \in \2^k}) := \prod_{\w \in \2^k} \rho(g, x_\w)^{\sgn(\w)}.$$
\item A \emph{$(G,\X,U)$-function of type $<k$} is any function $\rho \in M(G,\X,U)$ such that $d^{[k]} \rho$ is a $(G,\X^{[k]},U)$-coboundary.  We let $M_{<k}(G,\X,U)$ denote the space of $(G,\X,U)$-functions of type $<k$, and let $Z^1_{<k}(G,\X,U) := Z^1(G,\X,U) \cap M_{<k}(G,\X,U)$ 
denote the space of $(G,\X,U)$-cocycles of type $<k$.  % We also write $M_{<\omega}(G,\X,U) := \bigcup_k M_{<k}(G,\X,U)$ and $Z^1_{<\omega}(G,\X,U) = \bigcup_k Z^1_{<k}(G,\X,U)$.
\end{itemize}",/home/shufan/que_tex/0901.2602.tex,definition[]," Let (G,+) be a discrete countable abelian  group, let = (X, _X, μ_X, (T_g)_g ∈ G) be a G-system, and let U = (U,·) be a compact abelian group.  Let k ≥ 0, and let ^[k] = (X^[k], ^[k], μ^[k], (T_g^[k])_g ∈ G ) be the G-system defined in Definition <ref>.  


  * For each f ∈ M(,U), we define d^[k] f ∈ M(^[k],U) to be the function

    d^[k] f((x_)_∈^k) := ∏_∈^k f(x_)^()

where (w_1,…,w_k) := w_1 … w_k ∈{-1,+1}.    

  * Similarly, for each ρ∈ M(G,,U), we define d^[k]ρ∈ M(G, ^[k], U) to be the function

    d^[k]ρ(g,(x_)_∈^k) := ∏_∈^kρ(g, x_)^().


  * A (G,,U)-function of type <k is any function ρ∈ M(G,,U) such that d^[k]ρ is a (G,^[k],U)-coboundary.  We let M_<k(G,,U) denote the space of (G,,U)-functions of type <k, and let Z^1_<k(G,,U) := Z^1(G,,U) ∩ M_<k(G,,U) 
denote the space of (G,,U)-cocycles of type <k.  
",Functions of type <k," Let (G,+) be a discrete countable abelian  group, let = (X, _X, μ_X, (T_g)_g ∈ G) be a G-system, and let U = (U,·) be a compact abelian group.  Let k ≥ 0, and let ^[k] = (X^[k], ^[k], μ^[k], (T_g^[k])_g ∈ G ) be the G-system defined in Definition <ref>.  


  * For each f ∈ M(,U), we define d^[k] f ∈ M(^[k],U) to be the function

    d^[k] f((x_)_∈^k) := ∏_∈^k f(x_)^()

where (w_1,…,w_k) := w_1 … w_k ∈{-1,+1}.    

  * Similarly, for each ρ∈ M(G,,U), we define d^[k]ρ∈ M(G, ^[k], U) to be the function

    d^[k]ρ(g,(x_)_∈^k) := ∏_∈^kρ(g, x_)^().


  * A (G,,U)-function of type <k is any function ρ∈ M(G,,U) such that d^[k]ρ is a (G,^[k],U)-coboundary.  We let M_<k(G,,U) denote the space of (G,,U)-B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM, and let Z^1_<k(G,,U) := Z^1(G,,U) ∩ M_<k(G,,U) 
denote the space of (G,,U)-cocycles of type <k.  
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O
triangular extreme,"[$\nu$-triangular extremality]
We say that a graph $H$ on $n$ vertices is $\nu$-\emph{triangular extreme} if it contains at least $(1-\nu)n/3$ vertex disjoint triangles, 
here $0<\varepsilon\ll d\ll \nu\ll 1.$
",/home/shufan/que_tex/1707.07216.tex,definition + \emph{},"[ν-triangular extremality]
We say that a graph H on n vertices is ν-triangular extreme if it contains at least (1-ν)n/3 vertex disjoint triangles, 
here 0<ε≪ d≪ν≪ 1.
",triangular extreme,"[ν-triangular extremality]
We say that a graph H on n vertices is ν-B_MATH_TERM I_MATH_TERM if it contains at least (1-ν)n/3 vertex disjoint triangles, 
here 0<ε≪ d≪ν≪ 1.
",O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O
Separate,"If $A,B\subseteq V$ and $X\subseteq V\cup E$ are such that every
\emph{A-B} path in $G$ contains a vertex or an edge from $X$, we
say that $X$ \emph{separates} the sets $A$ and $B$ in $G$. More
generally we say that $X$ \emph{separates} $G$ if $G-X$ is
disconnected, that is, if $X$ separates in $G$ some two vertices
that are not in $X$. A separating set of vertices is a
\emph{separator} .
%",/home/shufan/que_tex/RR-6481.tex,definition[],"If A,B⊆ V and X⊆ V∪ E are such that every
A-B path in G contains a vertex or an edge from X, we
say that X separates the sets A and B in G. More
generally we say that X separates G if G-X is
disconnected, that is, if X separates in G some two vertices
that are not in X. A separating set of vertices is a
separator .
",Separate,"If A,B⊆ V and X⊆ V∪ E are such that every
A-B path in G contains a vertex or an edge from X, we
say that X B_MATH_TERMs the sets A and B in G. More
generally we say that X B_MATH_TERMs G if G-X is
disconnected, that is, if X B_MATH_TERMs in G some two vertices
that are not in X. A separating set of vertices is a
separator .
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
$k$-factor,"A $k$-regular spanning subgraph is called a $k$-factor. Thus, a subgraph
$H\subseteq G$ is a 1-factor of $G$ if and only if $E(H)$ is a matching of
$V$.
%",/home/shufan/que_tex/RR-6481.tex,definition[],"A k-regular spanning subgraph is called a k-factor. Thus, a subgraph
H⊆ G is a 1-factor of G if and only if E(H) is a matching of
V.
",k-factor,"A k-regular spanning subgraph is called a B_MATH_TERM. Thus, a subgraph
H⊆ G is a 1-factor of G if and only if E(H) is a matching of
V.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Approximate group,"\label{def:app.grp}
Let $G$ be a (multiplicative) group and let $K\ge1$. A finite set $A\subset G$ is called a \emph{$K$-approximate (sub)group} if
\begin{enumerate}
\renewcommand{\labelenumi}{(\roman{enumi})}
\item it is symmetric, which is to say that $A^{-1}=A$, and contains the identity;
\item there is a symmetric subset $X$ with $|X|\le K$ such that $A^2\subset XA$.
\end{enumerate}
If $A$ generates a nilpotent subgroup of step $s$ then we say that $A$ is an \emph{$s$-step $K$-approximate group} .",/home/shufan/que_tex/1211.3989.tex,definition[],"
Let G be a (multiplicative) group and let K≥1. A finite set A⊂ G is called a K-approximate (sub)group if



  * it is symmetric, which is to say that A^-1=A, and contains the identity;

  * there is a symmetric subset X with |X|≤ K such that A^2⊂ XA.

If A generates a nilpotent subgroup of step s then we say that A is an s-step K-approximate group .",Approximate group,"
Let G be a (multiplicative) group and let K≥1. A finite set A⊂ G is called a K-approximate (sub)group if



  * it is symmetric, which is to say that A^-1=A, and contains the identity;

  * there is a symmetric subset X with |X|≤ K such that A^2⊂ XA.

If A generates a nilpotent subgroup of step s then we say that A is an s-step K-B_MATH_TERM I_MATH_TERM .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O
part;part,"
For divisors $\calD,\calE$, denote  
$$
(\calD\cap \calE)(v)=\min(\calD(v),\calE(v))
$$
and
$$
(\calD\cup \calE)(v)=\max(\calD(v),\calE(v)).
$$ 
For a divisor $\calD$, we define its $\calP$-\emph{part} as $\calD^\calP=\calD\cap \calP$, and its $\calQ$-\emph{part} as $\calD^\calQ=\calD\cap \calQ$.
",/home/shufan/que_tex/Clifford_for_complexes.tex,definition + \emph{},"
For divisors ,, denote  

    (∩)(v)=min((v),(v))

and

    (∪)(v)=max((v),(v)).
 
For a divisor , we define its -part as ^=∩, and its -part as ^=∩.
",part;part,"
For divisors ,, denote  

    (∩)(v)=min((v),(v))

and

    (∪)(v)=max((v),(v)).
 
For a divisor , we define its -B_MATH_TERM as ^=∩, and its -B_MATH_TERM as ^=∩.
",O O O O O O O O O O O O O O O O O O O O O O
Labeled graph,"Let $(Q, \leq)$ be a quasi-ordering, $G$ be a graph, and let $f$ be a mapping
from $V(G)$ to $Q$. We call the pair $(G,f)$ \emph{$Q$-labeled graph} .",/home/shufan/que_tex/1703.02485.tex,definition[],"Let (Q, ≤) be a quasi-ordering, G be a graph, and let f be a mapping
from V(G) to Q. We call the pair (G,f) Q-labeled graph .",Labeled graph,"Let (Q, ≤) be a quasi-ordering, G be a graph, and let f be a mapping
from V(G) to Q. We call the pair (G,f) Q-B_MATH_TERM I_MATH_TERM .",O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O
"$(n,C)$-good","\label{def:good} 
 A graph $G$ on $V$ is called `\emph{$(n,C)$-good}' if the following properties hold.
 
\begin{enumerate}[$(P1)$]

\item
There exists  a matching $\cM$ of $G[V_0]$ with $|\cM|=2\epsilon n$ such that for all $U\subset V\setminus V(\cM)$ with $\displaystyle |U|\leq  \frac{\delta n}{C^2\log n}$, 
we have $$\Big|\Big\{ \{a,b\}\in \cM \; \big| \; a\sim u, b\sim u \mbox{ for some } u\in U\Big\}\Big|\geq  \frac{C^2\log n}{16 n} |\cM| |U|.$$

\item

 Let $k=1 \mbox{ or } 2$, and $\cL$ be a collection of pairwise disjoint $k$-subsets of $V$. 
 
 If $\displaystyle |\cL|\leq \frac{\delta}{C^k}\Big(\frac{n}{\log n}\Big)^{k/2}$, then, for $V_i$ with $V_i\cap\Big(\bigcup_{L\in \cL}L\Big)=\emptyset$, $i=1,..., 6$, we have that
\begin{equation}\label{eq:P2_1}
|N_{_{\! B(\cL,V_i)}}(\cL)|\geq (1-\delta)C^k\Big(\frac{\log n}{n}\Big)^{k/2}|\cL| |V_i|.
\end{equation}


 If $\displaystyle |\cL|\geq \frac{\log n}{C^{k-1}}\Big(\frac{n}{\log n}\Big)^{k/2}$, then, for all $U$ with $\displaystyle |U|\geq \frac{\log n}{C^{k-1}}\Big(\frac{n}{\log n}\Big)^{k/2}$ and $U\cap\Big(\bigcup_{L\in \cL}L\Big)=\emptyset$, 
the graph $B(\cL,U)$ has at least one edge.

\vskip 1em
\noindent \Big(No requirement is needed when $\displaystyle\frac{\delta}{C^k}\Big(\frac{n}{\log n}\Big)^{k/2}<|\cL|<\frac{\log n}{C^{k-1}}\Big(\frac{n}{\log n}\Big)^{k/2}$\Big).

\end{enumerate}
 
 
 
 
 ",/home/shufan/que_tex/Lee_Universality_arXiv.tex,definition + \emph{}," 
 A graph G on V is called `(n,C)-good' if the following properties hold.
 



  * There exists  a matching  of G[V_0] with ||=2ϵ n such that for all U⊂ V∖ V() with |U|≤δ n/C^2log n, 
we have 
    |{{a,b}∈ |   a∼ u, b∼ u  u∈ U}|≥C^2log n/16 n || |U|.



  * 

 Let k=1  2, and  be a collection of pairwise disjoint k-subsets of V. 
 
 If ||≤δ/C^k(n/log n)^k/2, then, for V_i with V_i∩(⋃_L∈L)=∅, i=1,..., 6, we have that

    |N__ B(,V_i)()|≥ (1-δ)C^k(log n/n)^k/2|| |V_i|.



 If ||≥log n/C^k-1(n/log n)^k/2, then, for all U with |U|≥log n/C^k-1(n/log n)^k/2 and U∩(⋃_L∈L)=∅, 
the graph B(,U) has at least one edge.

1em
(No requirement is needed when δ/C^k(n/log n)^k/2<||<log n/C^k-1(n/log n)^k/2).


 
 
 
 
 ","(n,C)-good"," 
 A graph G on V is called `B_MATH_TERM' if the following properties hold.
 



  * There exists  a matching  of G[V_0] with ||=2ϵ n such that for all U⊂ V∖ V() with |U|≤δ n/C^2log n, 
we have 
    |{{a,b}∈ |   a∼ u, b∼ u  u∈ U}|≥C^2log n/16 n || |U|.



  * 

 Let k=1  2, and  be a collection of pairwise disjoint k-subsets of V. 
 
 If ||≤δ/C^k(n/log n)^k/2, then, for V_i with V_i∩(⋃_L∈L)=∅, i=1,..., 6, we have that

    |N__ B(,V_i)()|≥ (1-δ)C^k(log n/n)^k/2|| |V_i|.



 If ||≥log n/C^k-1(n/log n)^k/2, then, for all U with |U|≥log n/C^k-1(n/log n)^k/2 and U∩(⋃_L∈L)=∅, 
the graph B(,U) has at least one edge.

1em
(No requirement is needed when δ/C^k(n/log n)^k/2<||<log n/C^k-1(n/log n)^k/2).


 
 
 
 
 ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Erd\H{o,"
 An \emph{Erd\H{o}s-Ko-Rado} set of generators of a polar space is a set of pairwise not disjoint generators.
",/home/shufan/que_tex/1712.06176.tex,definition + \emph{},"
 An Erdős-Ko-Rado set of generators of a polar space is a set of pairwise not disjoint generators.
",Erdő,"
 An B_MATH_TERMs-Ko-Rado set of generators of a polar space is a set of pairwise not disjoint generators.
",O O O O O O O O O O O O O O O O O
Paw;Di,"
We have the following probabilities.
\begin{align*}
P(\text{\emph{Paw}}_a,1)&=\frac16-\frac1{a+3}+\frac1{a+1}\\
P(\text{\emph{Di}}_a,1)&=\frac3{10}-\frac2{a+4}+\frac2{a+2}\\
P((K_4)_a,1)&=\frac25-\frac3{a+5}+\frac3{a+3}
\end{align*}
",/home/shufan/que_tex/Revision.tex,theorem + \emph{},"
We have the following probabilities.

    P(Paw_a,1)   =1/6-1/a+3+1/a+1
    
    P(Di_a,1)   =3/10-2/a+4+2/a+2
    
    P((K_4)_a,1)   =2/5-3/a+5+3/a+3

",Paw;Di,"
We have the following probabilities.

    P(B_MATH_TERM_a,1)   =1/6-1/a+3+1/a+1
    
    P(B_MATH_TERM_a,1)   =3/10-2/a+4+2/a+2
    
    P((K_4)_a,1)   =2/5-3/a+5+3/a+3

",O O O O O O O O O O O
restricted,"\label{def:res}
The graph $g$ is
$\E_1$-\emph{restricted} iff 
\begin{itemize}
\item[i] for every vertex $v\in g$ there is one maximal connected local graph $h \in \E_1$ satisfying
  $I_1(h)^{\pi_{1v}}(g)=1$ and
\item[ii] all the other local invariants in $\E_1$ at $v$ can be obtained by
  $I_1(k)^{\pi_{1v}}(g)=I_1(k)(h)$.
\end{itemize}
",/home/shufan/que_tex/pap2a.tex,definition + \emph{},"
The graph g is
_1-restricted iff 


  i for every vertex v∈ g there is one maximal connected local graph h ∈_1 satisfying
  I_1(h)^π_1v(g)=1 and

  ii all the other local invariants in _1 at v can be obtained by
  I_1(k)^π_1v(g)=I_1(k)(h).

",restricted,"
The graph g is
_1-B_MATH_TERM iff 


  i for every vertex v∈ g there is one maximal connected local graph h ∈_1 satisfying
  I_1(h)^π_1v(g)=1 and

  ii all the other local invariants in _1 at v can be obtained by
  I_1(k)^π_1v(g)=I_1(k)(h).

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
polar space of rank $d$,"\label{defpolarspace}
A \index{polar space}\emph{polar space of rank $d$} , $d\geq3$, is an incidence geometry $(\Pi,\Omega)$ with $\Pi$ a set whose elements are called points and $\Omega$ a set of subsets of $\Pi$ satisfying the following axioms.
\begin{enumerate}
\item Any element $\omega\in\Omega$ together with the elements of $\Omega$ that are contained in 
$\omega$, is a projective geometry of dimension at most $d-1$. 
\item The intersection of two elements of $\Omega$ is an element of $\Omega$ 
(the set $\Omega$ is closed under intersections).
\item For a point $P\in\Pi$ and an element $\omega\in\Omega$ of dimension $d-1$ 
such that $P$ is not contained in $\omega$ there is a unique element $\omega'\in\Omega$ of dimension $d-1$ 
containing $P$ such that $\omega\cap\omega'$ is a hyperplane of $\omega$. The element $\omega$ is the 
union of all 1-dimensional elements of $\Omega$ that contain $P$ and are contained in $\omega$.
\item There exist two elements $\Omega$ both of dimension $d-1$ whose intersection is empty.
\end{enumerate}
",/home/shufan/que_tex/1709.05905.tex,definition + \emph{},"
A polar spacepolar space of rank d , d≥3, is an incidence geometry (Π,Ω) with Π a set whose elements are called points and Ω a set of subsets of Π satisfying the following axioms.


  * Any element ω∈Ω together with the elements of Ω that are contained in 
ω, is a projective geometry of dimension at most d-1. 

  * The intersection of two elements of Ω is an element of Ω 
(the set Ω is closed under intersections).

  * For a point P∈Π and an element ω∈Ω of dimension d-1 
such that P is not contained in ω there is a unique element ω'∈Ω of dimension d-1 
containing P such that ω∩ω' is a hyperplane of ω. The element ω is the 
union of all 1-dimensional elements of Ω that contain P and are contained in ω.

  * There exist two elements Ω both of dimension d-1 whose intersection is empty.

",polar space of rank d,"
A polar spaceB_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM , d≥3, is an incidence geometry (Π,Ω) with Π a set whose elements are called points and Ω a set of subsets of Π satisfying the following axioms.


  * Any element ω∈Ω together with the elements of Ω that are contained in 
ω, is a projective geometry of dimension at most d-1. 

  * The intersection of two elements of Ω is an element of Ω 
(the set Ω is closed under intersections).

  * For a point P∈Π and an element ω∈Ω of dimension d-1 
such that P is not contained in ω there is a unique element ω'∈Ω of dimension d-1 
containing P such that ω∩ω' is a hyperplane of ω. The element ω is the 
union of all 1-dimensional elements of Ω that contain P and are contained in ω.

  * There exist two elements Ω both of dimension d-1 whose intersection is empty.

",O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
stack-sortable,"
A permutation $\pi\in S_n$ is called $t$-\emph{stack-sortable} if $s^t(\pi)=123\cdots n$. Let $\mathcal W_t(n)$ denote the set of $t$-stack-sortable permutations in $S_n$. Let $W_t(n)=|\mathcal W_t(n)|$. 
",/home/shufan/que_tex/Permutation_Class_Preimages.tex,definition + \emph{},"
A permutation π∈ S_n is called t-stack-sortable if s^t(π)=123⋯ n. Let 𝒲_t(n) denote the set of t-stack-sortable permutations in S_n. Let W_t(n)=|𝒲_t(n)|. 
",stack-sortable,"
A permutation π∈ S_n is called t-B_MATH_TERM if s^t(π)=123⋯ n. Let 𝒲_t(n) denote the set of t-stack-sortable permutations in S_n. Let W_t(n)=|𝒲_t(n)|. 
",O O O O O O O O O O O O O O O O O O O O O O
pseudo-random," \label{definition:pseudorandom} A directed graph $D$ on $n$ vertices is called $(n,\lambda,p)$-\emph{pseudo-random} if the following hold:
    \begin{description}
        \item[(P1)] $(1 -\lambda)np \leq
        d_D^{+}(v), d_D^{-}(v)\leq (1 +\lambda)np$ for every $v\in V(D)$;
        \item[(P2)] For every $X\subseteq V(D)$ of size $|X|\leq\frac{4\log^8n}{p}$ we have
        $e_D(X)\leq (1-\lambda)|X|\log^{8.02}n$;
        \item[(P3)] For every two disjoint subsets $X,Y\subseteq V(D)$ of sizes
        $ |X|,|Y|\geq \frac{\log^{1.1}n}p$ we have $e_D(X,Y)=
        (1\pm\lambda)|X||Y|p$.
    \end{description}
",/home/shufan/que_tex/PCCHamCyclesInRDG2.tex,definition + \emph{},"  A directed graph D on n vertices is called (n,λ,p)-pseudo-random if the following hold:
    
        
  (P1) (1 -λ)np ≤
        d_D^+(v), d_D^-(v)≤ (1 +λ)np for every v∈ V(D);
        
  (P2) For every X⊆ V(D) of size |X|≤4log^8n/p we have
        e_D(X)≤ (1-λ)|X|log^8.02n;
        
  (P3) For every two disjoint subsets X,Y⊆ V(D) of sizes
        |X|,|Y|≥log^1.1n/p we have e_D(X,Y)=
        (1±λ)|X||Y|p.
    
",pseudo-random,"  A directed graph D on n vertices is called (n,λ,p)-B_MATH_TERM if the following hold:
    
        
  (P1) (1 -λ)np ≤
        d_D^+(v), d_D^-(v)≤ (1 +λ)np for every v∈ V(D);
        
  (P2) For every X⊆ V(D) of size |X|≤4log^8n/p we have
        e_D(X)≤ (1-λ)|X|log^8.02n;
        
  (P3) For every two disjoint subsets X,Y⊆ V(D) of sizes
        |X|,|Y|≥log^1.1n/p we have e_D(X,Y)=
        (1±λ)|X||Y|p.
    
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
design,"
A $2$-$(n,\kappa)$-\emph{design} $\mathcal{D}$ 
is a pair $(\mathcal{P},\mathcal{B})$, where
 $\mathcal{P}$ is a set of $n$ points, and $\mathcal{B}$ is a collection  of $\kappa$-subsets  of $\mathcal{P}$,  such that each subset of $\mathcal{P}$ of size $2$ appears in exactly one member of $\mathcal{B}$. The members of $\mathcal{B}$ are called blocks.
",/home/shufan/que_tex/EFLgeo_ENVIADO.tex,definition + \emph{},"
A 2-(n,κ)-design 𝒟 
is a pair (𝒫,ℬ), where
 𝒫 is a set of n points, and ℬ is a collection  of κ-subsets  of 𝒫,  such that each subset of 𝒫 of size 2 appears in exactly one member of ℬ. The members of ℬ are called blocks.
",design,"
A 2-(n,κ)-B_MATH_TERM 𝒟 
is a pair (𝒫,ℬ), where
 𝒫 is a set of n points, and ℬ is a collection  of κ-subsets  of 𝒫,  such that each subset of 𝒫 of size 2 appears in exactly one member of ℬ. The members of ℬ are called blocks.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Arithmetic expander,"\label{def:arithexp}
Let $K$ be the Cayley hypergraph as above.
A multiset $S'\subseteq S$ is a \emph{$(C,q,\Gamma,\eps)$-arithmetic expander} if 
$$\lambda_{K}\big(\cay^{(t)}(\Gamma, q, S')\big) \leq \eps.$$",/home/shufan/que_tex/arith_exp.tex,definition[],"
Let K be the Cayley hypergraph as above.
A multiset S'⊆ S is a (C,q,Γ,)-arithmetic expander if 

    λ_K(^(t)(Γ, q, S')) ≤.
",Arithmetic expander,"
Let K be the Cayley hypergraph as above.
A multiset S'⊆ S is a (C,q,Γ,)-B_MATH_TERM I_MATH_TERM if 

    λ_K(^(t)(Γ, q, S')) ≤.
",O O O O O O O O O O O O O O O I_MATH_TERM O O O O O
